,Channel,Channel Subscribers,Video Name,Posted Date,Video Views,Video Likes,Video Dislikes,Comment,Comment Likes
862,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Match-a😂😂,
863,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Mâtcha? Nahhh mātcha,
864,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,no song with animals in the end of the video? :(,
865,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Wangjangler!!!,
866,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,The wangjangler machine is just plain cheating.,
867,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"fun fact you can freeze leftover milkshake as a starter for future milkshakes
I have recently been given part of the starter milkshake that has been in my family for generations",
868,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"One cup of icecream, ideally frozen.",
869,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Solid comedy gold as always 👌,
870,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Hey there's no song jingle at the end,
871,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Wonder if I can get some synthetic almonds to milk?,
872,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Yum, Milk and Sugar.",1
873,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Yeah,  2:36, that looked like a dirty protest in a glass.",
874,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,No song at the end? No way!,
875,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I cant believe you use a synthetic cow utter! REAL cow milk is the way to go,
876,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,you have weed on your phot,
877,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,i shaked milk but now i just have butter :(,
878,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,comically large ice cream scoop,
879,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Wait. WHAT? A Wang-jangler is a fork? Got me off this ride right now.,
880,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,the return of the king,
881,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Omv i cant believe you are back 
I missed ur sarcasm",
882,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Garnish with a can.... that really got to me. It really got me.,
883,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Did you use a table saw to cut the notch in the banana?,
884,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,What a depressing mug,
885,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Why don't you do a face reveal??,
886,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,What is this Fjörk you speak of?,
887,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"not enough brrrrrrrr

so 9/10",
888,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,He brings a smile to all our faces😇,
889,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,A whole can of coconut milk?!?! You want people to get diarrhea???? Wtf,
890,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I am so triggered that he didn't drink the milkshakes.,
891,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Instructions not clear I started a genocide,1
892,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Nice to see him post agaim,1
893,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Is that the vitamax,
894,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Where is the song at the end.,
895,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,What happens if I don't put the garnishes?,
896,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Huh theres no outro song about milkshakes?,
897,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Why did I watch this?,
898,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,As always.... Brilliant,1
899,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,The garnish tho.... only a spoonful,
900,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,What if I take the frozen milkshake that's now ice cream and throw that in a blender with milk and garnish the result with a mug?,
901,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,This is quality content people,
902,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,CEO of 5-Minute Crafts,
903,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,What is the thing coming off the banana,
904,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Yay it’s back,
905,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Haha! Blender goes BRrrRrrRRRrrRr,
906,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"I used a klondike bar instead of ice cream and the milk shake just tasted like the word 
n o r m a l",
907,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I'm just here for the garnishes,1
908,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Blender actually did go brrrr,
909,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,How do you cook a milkshake?,
910,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,first time bc milkshakes... its like archer hosting a cooking show...,
911,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Garnish everything,
912,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Bro that coconut milk milkshake will kill you. Coconut milk is really high in saturated fats.,
913,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,They’re called milkshakes not milkblenders.,
914,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,you forgot to pasteurize your milk,
915,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Make Sweden Hotdog,
916,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Is that a metal straw??,
917,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,A full banana [EW],
918,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,this is the bill wurtz of food,
919,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"No song about milkshakes, im sad.",
920,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Best cooking guide ever,
921,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Garnish with the C A N,
922,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,But I want special attention,
923,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,hey can you fix the wall outlet its tilted a bit and it bothers me a little,1
924,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Too sticky!,
925,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,What Is the brand and model of your blender?,1
926,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Bro why are you so good at pouring drinks,
927,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Why does that ginger on top of the milkshake look like a deformed foot?,
928,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"pro tip: if you're measuring out syrup, honey, peanut butter, or any sort of viscous substance, oil your spoon first. it'll all slide right out for accurate measurements and easy cleanup. works for big bastard spoonfuls as well!
For the caramel all over your counter because you drizzled it outside the cup, clean right away with warm water.",
929,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,you could have made a milkshake milkshake with the last milkshake,
930,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I only have a weak blender with blunt blades. Ssshh dont worry pimblendo your still my blender you may be weak and your blades be blunt but you still blend.,
931,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,No song at the end? Offended.,
932,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,These were all too liquidy.,
933,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,im up to date now,
934,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I made a milkshake the other day and wanted to add more ice cream but I was too lazy to put it back in the blender so I just stirred it in. Glad to see I'm not the only one that thought forks worked too,
935,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,You're silly,
936,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,How to basic + buttered side down,
937,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Can you do  Pretzels?,
938,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,no music sting?,
939,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,V A G I N G E R,
940,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,The s are very loud,
941,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,How did the vegan shake taste?,
942,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Milkshake idea:  chocolate chipotle.,
943,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,sees metal straw oh so you like turtles? 🐢,
944,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Look at you trending hellz yeah,1
945,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I wish I ate that ;-;,1
946,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Aww no song?,
947,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Where the beef milkshake?,
948,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Where I live, milkshakes are just milk + whatever fruit or flavouring. Got a major culture shock when I was in the US. Can't believe you guys just...melt ice cream and drink it. Wild.",
949,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Can you do shepherd pie next,1
950,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Put a tortilla on your head,
951,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,We have the same blender,
952,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Dont ever change,
953,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Your sister should stop being so selfish and give you the Vitamix back,1
954,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,is this guy Samonella?,
955,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"MA TCH A     MACHA 
not 
mEcHE",
956,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Are these comedy vids disguised as cooking vids, or cooking vids disguised as comedy vids? Srsly, it's too meta",
957,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Also known as your mum,
958,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,is pimblokto ok???,
959,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,That’s a lot of ice cream,
960,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I USe plates to idc.,
961,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Um that was actually helpful.   You are slipping.,1
962,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Yoo Shane Dawson has your cookbook,
963,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,any milkshake (not banana in my opinion) is great but like you gotta admit that vanilla flavour is the best,
964,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Making a chocolate milkshake with vanilla ice cream is just plain blasphemy. I hate vanilla ice cream and when I was pregnant all I wanted as a chocolate milkshake. But when they handed me the milkshake, all I tasted was vanilla with chocolate syrup... and my tears.",
965,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"No outro
YOU MONSTER",
966,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,God I love this channel,
967,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,What happend to the eggs john and douglas,
968,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,heehee blender go brrrrrrrr,
969,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,What? No song?,
970,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Sadde. There's no song,
971,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"2.320,000 people subscribed to this.. lol",
972,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,i can do 2 to 3 teaspoons milkshake at best at a time,
973,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,ahah blender go BRRRRRRRRRR,
974,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I wonder if he drank all them milk shakes,
975,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,This is HOWTOBASIC that speed,
976,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Stick Blender is just another name for a Vibrator,
977,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,No end song? :(,1
978,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,What’s a fork?,
979,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Dude dont you just hate it when you drop your melon and it becomes a watermelon,
980,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,3:30 damn that looks beautiful. And you don't waste the stylish can!,2
981,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I feel like all of my worries just melt away whenever I see your new video in my subscription feed  <3,1
982,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,OH MY GOD THE INTRO IS BACK :D amazing video as always man. I'm gonna go for my walk.  . w.,
983,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I LOVE your videos! I got to start my day with a laugh and smile ❤,1
984,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Now I know what to do with my crusty honey and REAL salted caramel.,1
985,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I think I'll take my chances in tongue elongation when it comes to licking that Goldy deliciousness,1
986,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Homie looking at the synthetic utter: I can milk you,
987,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Uh, no outro song?? Literally the only reason I watch these. I'm already a master wang-gangler",
988,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Rich kid:Do you know who I am?

Me: I don't know but I know that I am",1
989,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Ha! Imagine drinking the milkshake with the mouth instead of phasing into the 4th dimension, deconstructing the atomic structure of the caramel and transferring it psychically into your stomach.

Nice joke YSAC but painfully obvious you are not a true milkshake connoisseur such as I.",
990,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"I've just now realized that milkshakes get their name from containing milk. 

Nobody uses milk around here..",
991,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Putting Caramel on the outside of the cup...


Why didn’t I think of that? 😫🤦‍♂️",
992,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,1:30... i love it when this happens. lmao.,
993,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Can I make the blender sounds whenever I want¿?  It helps me assert my dominance over the blender.....    😁,
994,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"The longer his videos go on, the less serious and more weird they get",1
995,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,You kinda remind me of Gordon Ramsey if he went on a budget,
996,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,What do you do with everything you make? You can review what you make 😂,1
997,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,mans said liquid gold as if it's Miles' tahini smh someone call healthy crazy cool 😤,
998,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Rmemeber: it's not a real YSAC video if there is no ginger or curry.

This is a real video",1
999,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"1:34 Did YSAC just outskit himself or does he want for us to think that taping a fork to a rod and making ""wrr"" noises would work as well as a proto food processor?
If you made ""grr"" noises while pretending to be a tiger would you make butter?",1
1000,Binging with Babish,7.33M subscribers,French Toast | Basics with Babish,"Jun 18, 2020","2,879,542 views",115K,1.2K,"3:47 tried to eat holding my fork like a normal person
4:01 gave up",5.2K
1001,Binging with Babish,7.33M subscribers,French Toast | Basics with Babish,"Jun 18, 2020","2,879,542 views",115K,1.2K,"I don’t care how much Bounty is paying you, I’m upset you spilled real maple syrup",3.8K
1002,Binging with Babish,7.33M subscribers,French Toast | Basics with Babish,"Jun 18, 2020","2,879,542 views",115K,1.2K,Glad to see sensible sponsorships like Bounty: Shadow Legends,2.8K
1003,Binging with Babish,7.33M subscribers,French Toast | Basics with Babish,"Jun 18, 2020","2,879,542 views",115K,1.2K,"Babish pours something on his counter
Me: ""Ah, Bounty again.""",880
1004,Binging with Babish,7.33M subscribers,French Toast | Basics with Babish,"Jun 18, 2020","2,879,542 views",115K,1.2K,"Peasants in the Middle Ages: ""Here's a recipe to make stale old bread palatable so as not to waste any of our meager supplies of food.""

Modern cooks: ""Sheesh, how do I make all this bread stale for this delicious gourmet French Toast recipe?""",126
1005,Binging with Babish,7.33M subscribers,French Toast | Basics with Babish,"Jun 18, 2020","2,879,542 views",115K,1.2K,Babish is like the Morgan Freeman of cooking. He's so soothing to listen to.,521
1006,Binging with Babish,7.33M subscribers,French Toast | Basics with Babish,"Jun 18, 2020","2,879,542 views",115K,1.2K,While other YouTube us are getting sponsored by Raid Shadow Legends this legend is being sponsored by paper towels.,3K
1007,Binging with Babish,7.33M subscribers,French Toast | Basics with Babish,"Jun 18, 2020","2,879,542 views",115K,1.2K,"isn't that ""french toast casserole"" just bread pudding?",54
1008,Binging with Babish,7.33M subscribers,French Toast | Basics with Babish,"Jun 18, 2020","2,879,542 views",115K,1.2K,"Me: ""Aw, I have to wait overnight""
Babish: ""Or, if you don't want to wait...""
Me: Starts Oven",25
1009,Binging with Babish,7.33M subscribers,French Toast | Basics with Babish,"Jun 18, 2020","2,879,542 views",115K,1.2K,"""French Toast Caserole"" ... Literally bread and butter pudding without the sultanas :/",24
1010,Binging with Babish,7.33M subscribers,French Toast | Basics with Babish,"Jun 18, 2020","2,879,542 views",115K,1.2K,"Just a heads up guys, I used a different brand paper towel to butter my baking tray. Three people got food poisoning and my house burnt down...",35
1011,Binging with Babish,7.33M subscribers,French Toast | Basics with Babish,"Jun 18, 2020","2,879,542 views",115K,1.2K,I thought french toast was when you cut the bread with a guillotine,919
1012,Binging with Babish,7.33M subscribers,French Toast | Basics with Babish,"Jun 18, 2020","2,879,542 views",115K,1.2K,Hey guys... that's not his counter.. that's his cutting board.,23
